Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Titcoin,TIT,0.00455531,90.7183,227301.779236,-1.70%,6.23%,-10.49%
LanaCoin,LANA,0.000273506,68.8091,227123.066326,-1.25%,40.79%,-0.45%
PureVidz,VIDZ,0.0017783,377.325,222785.023004,2.27%,-33.87%,-3.73%
WayGuide,WAY,0.00205926,0.0,206009.829245,,1.26%,-7.68%
Shilling,SH,0.00528873,40.1949,206001.190011,-1.25%,139.89%,791.13%
E4ROW,E4ROW,0.0491815,0.0,205972.122,,-0.42%,
Bit20,BTWTY,202054.0,404.108,205286.864,-0.57%,2.22%,12.24%
HOdlcoin,HODL,0.00135792,488.57,202397.616151,-10.61%,-1.43%,-1.23%
Kayicoin,KAYI,0.000711221,142.817,202122.27815,-1.25%,20.40%,-14.41%
Freicoin,FRC,0.00678959,21.6491,199502.927457,-1.20%,3.50%,-8.68%
BigUp,BIGUP,9.40556e-05,56.049,198965.935659,18.48%,40.08%,25.75%
LeviarCoin,XLC,0.0204392,155.35,196137.103661,-0.66%,-27.64%,5.31%
KushCoin,KUSH,0.03502,54.8258,190702.264413,5.88%,112.12%,16.61%
Goodomy,GOOD,0.000430575,1.74429,190033.845675,-1.41%,-7.70%,-39.82%
EMoneyPower,EMP,0.0199249,0.0,183309.08,,7.32%,31.73%
I0Coin,I0C,0.00842438,14.4023,176779.66366,-1.26%,8.85%,-7.22%
DigiCube,CUBE,7.14694e-05,40.0228,173608.1784,-1.25%,8.95%,-3.88%
CorgiCoin,CORG,0.000138608,484.615,173517.175778,-0.74%,16.58%,1.43%
BunnyCoin,BUN,1.66697e-06,468.342,170425.357497,4.80%,-10.98%,-25.64%
SproutsExtreme,SPEX,5.91801e-05,0.0,169646.123591,,,
LottoCoin,LOT,1.1686e-05,33.4296,169341.994526,-1.38%,-4.00%,-6.27%
PayCoin,XPY,0.0142939,46.9755,168941.686727,25.29%,70.26%,-18.56%
Honey,HONEY,0.538265,82.8016,166584.943525,-1.25%,63.50%,23.67%
Digitalcoin,DGC,0.00599339,236.284,162940.998453,0.88%,-9.94%,23.74%
Bolivarcoin,BOLI,0.019833,16.9428,162110.479573,2.67%,15.86%,-6.38%
UniCoin,UNIC,0.0547243,30.2262,162108.19987,3.93%,13.04%,0.20%
PetroDollar,XPD,0.00248504,28.333,159025.847826,-1.29%,-0.26%,-0.17%
Flycoin,FLY,0.715319,0.0,150793.21804,,0.96%,
Darsek,KED,0.0111562,13.3537,150133.061118,-5.57%,-6.36%,-8.88%
Evil Coin,EVIL,0.00707607,61.8364,148741.700019,-1.27%,12.01%,11.97%
bitSilver,BITSILVER,16.4151,29.0466,144783.808416,-0.42%,0.75%,0.97%
Tigercoin,TGC,0.00328759,330.129,143131.148167,18.66%,8.94%,0.63%
Smoke,SMOKE,0.0104449,37.9366,139752.628044,-0.80%,10.98%,31.65%
Ratecoin,XRA,0.00122529,37.1547,139370.76606,-1.19%,-0.08%,-15.44%
Global Tour Coin,GTC,0.00464551,324.241,138842.225691,-1.14%,22.32%,27.58%
Grantcoin,GRT,0.00322111,120.166,138314.337592,-3.15%,19.76%,-1.87%
RevolverCoin,XRE,0.00614637,10.0231,136842.009219,-1.25%,6.97%,-11.48%
Emerald Crypto,EMD,0.00711382,299.17,135995.817278,-1.32%,26.35%,9.02%
PIECoin,PIE,0.00636077,106.807,134643.508344,-10.32%,34.28%,-10.65%
Mineum,MNM,0.0141667,17.0641,133682.178236,-1.16%,3.13%,-3.89%
Crypto,CTO,0.0110778,163.745,132353.460916,-1.25%,8.95%,34.93%
Yacoin,YAC,0.00107204,0.72034,128211.204846,-1.20%,16.73%,-3.87%
GlobalBoost-Y,BSTY,0.00974363,298.204,127535.110928,-0.72%,22.10%,4.97%
Theresa May Coin,MAY,0.00534611,416.682,125976.805262,-1.25%,-0.52%,-1.29%
Cannation,CNNC,0.0505556,386.631,125220.797556,0.24%,65.75%,-62.99%
Swing,SWING,0.0449156,90.4627,121130.116129,-1.25%,7.29%,8.64%
SatoshiMadness,MAD,6.01508e-05,0.0,120342.712173,,,
MojoCoin,MOJO,0.00991651,130.541,120254.16499,-1.29%,14.77%,-21.27%
Philosopher S...,PHS,0.019797,175.587,119065.898102,-1.20%,25.75%,36.96%
BitTokens,BXT,0.212693,6.96333,118682.694,-1.20%,-59.46%,5.77%
TittieCoin,TTC,9.41261e-05,498.874,118581.607648,-36.18%,-45.47%,5.64%
LeaCoin,LEA,0.000374353,126.738,116079.711439,0.90%,-4.72%,26.72%
Gapcoin,GAP,0.00971983,26.6862,115928.227041,1.36%,16.42%,20.56%
BERNcash,BERN,0.00157053,160.192,111875.606454,-1.27%,12.38%,-8.07%
Coin2.1,C2,0.00107204,28.4859,107178.617309,-0.34%,26.15%,37.87%
Flaxscript,FLAX,0.0191875,112.531,107101.659932,-1.28%,28.37%,34.77%
VectorAI,VEC2,0.00646815,0.71433,106944.592598,0.00%,79.28%,68.48%
VirtualCoin,VC,0.0104323,0.0,104993.657614,,,-34.79%
Francs,FRN,0.0271312,378.62,104918.520838,-1.70%,5.72%,-36.61%
Sling,SLING,0.0970554,12.2364,104246.721513,-1.25%,61.87%,
Bottlecaps,CAP,0.000514308,0.0,103397.468704,,,-41.29%
TEKcoin,TEK,7.16834e-05,264.592,101364.238755,-1.31%,4.19%,-3.98%
C-Bit,XCT,0.000642921,151.034,101082.129113,-1.26%,8.69%,-35.85%
BumbaCoin,BUMBA,0.00450252,2.18703,100866.712239,-1.25%,8.94%,18.67%
OctoCoin,888,0.00199773,61.0146,100108.4486,-1.18%,12.04%,-5.12%
Sativacoin,STV,0.0140349,163.159,99447.0313557,-0.83%,26.94%,24.05%
AntiBitcoin,ANTI,0.00564608,7.48492,98609.6837392,-1.25%,56.48%,4.21%
020LondonCoin,020,6.26796e-07,3.13398e-06,98265.2786519,-0.64%,0.96%,
DROXNE,DRXNE,0.00157443,399.62,97583.4208101,-1.25%,5.84%,11.38%
HempCoin,HMP,7.14694e-05,39.3082,96958.6377531,-1.20%,8.94%,-3.90%
SpaceCoin,SPACE,0.00455833,35.4111,94687.6645884,-1.69%,11.18%,-1.79%
CacheCoin,CACH,0.0225129,106.887,94444.5900682,-1.20%,11.36%,25.54%
Rupaya,RUPX,0.0154786,138.908,94145.491113,-1.27%,10.60%,-38.21%
Tattoocoin (S...,TSE,0.00102802,33.0628,92955.4766521,-1.77%,10.07%,85.89%
Quatloo,QTL,0.0118399,9.68823,91390.8010083,-1.33%,-6.03%,70.44%
WMCoin,WMC,0.00777789,0.0,89659.5431706,,,
Unrealcoin,URC,0.0126721,0.0,89013.9245842,,10.39%,-5.02%
Ammo Rewards,AMMO,0.00114351,99.6886,88939.6657773,-1.20%,24.51%,44.57%
QuazarCoin,QCN,0.0142939,28.1732,86405.3491712,-7.76%,-12.41%,-9.15%
GoldPieces,GP,0.0701924,169.963,85646.0253319,-1.20%,-6.69%,-15.16%
Firecoin,FIRE,0.860177,0.0,84651.6838045,,3.79%,7.65%
Bitcoin Planet,BTPL,0.0152096,299.407,82596.8973994,-1.97%,49.67%,87.64%
Dollarcoin,DLC,0.00900514,13.2466,82007.2352075,-1.25%,8.95%,-38.80%
ParallelCoin,DUO,0.269469,388.12,81268.1518774,0.04%,12.98%,-1.06%
X-Coin,XCO,0.00655966,74.3311,81241.2316682,-1.20%,16.82%,2.59%
AquariusCoin,ARCO,0.0554269,16.0304,80979.4426352,-0.53%,-0.86%,39.94%
PayCon,CON,0.00350433,78.8778,80748.8884753,-1.25%,1.90%,-41.56%
Halcyon,HAL,0.0154374,8.47943,80680.7936437,-1.25%,8.68%,-6.74%
Prime-XI,PXI,0.00454104,52.7686,79492.3356276,-10.63%,11.05%,9.61%
Aricoin,ARI,0.0005632,67.9619,78995.8428898,-1.21%,7.96%,-4.37%
BitAsean,BAS,0.0157929,411.801,78964.5,0.28%,-7.80%,14.09%
GameUnits,UNITS,0.0215361,217.669,74794.4986789,34.18%,13.60%,-21.45%
RedCoin,RED,0.00100057,135.244,74150.1375007,-1.20%,-5.69%,43.27%
Digital Rupees,DRS,0.000142939,14.2939,73013.6644338,,117.89%,-3.88%
Kurrent,KURT,0.00734839,225.353,72892.2445974,-0.75%,4.45%,23.81%
Argentum,ARG,0.00858074,118.77,72538.9883946,-1.23%,3.87%,-4.59%
Marscoin,MARS,0.00252318,17.3929,71353.1939353,-2.80%,5.14%,20.47%
Chronos,CRX,0.000963955,25.2654,71072.3654344,-1.64%,20.58%,3.24%
BitQuark,BTQ,0.00771869,86.9779,69111.8265047,-1.25%,8.94%,8.75%
IslaCoin,ISL,0.0454927,0.0,68862.491146,,,-17.87%
JobsCoin,JOBS,0.000643224,232.956,68194.1387335,-19.20%,40.08%,
SixEleven,611,0.156827,2.83712,67296.0983486,-1.25%,12.57%,15.34%
Franko,FRK,0.0717552,2.22441,66787.3722384,-1.20%,,-33.50%
Dreamcoin,DRM,0.0265291,0.0,64986.5347659,,9.59%,-31.39%
GPU Coin,GPU,0.00160415,295.565,64931.246304,11.31%,16.84%,-5.63%
Slimcoin,SLM,0.00428816,7.14694,64054.1274643,-1.25%,10.80%,-38.91%
eBTC [OLD],EBTC,0.00303851,214.226,62484.8304943,9.39%,29.01%,-85.97%
Creatio,XCRE,0.00296976,88.8248,60941.0016566,-0.77%,18.81%,27.48%
Independent M...,IMS,0.0112661,112.66,60486.9428006,-1.07%,11.66%,-20.88%
Marijuanacoin,MAR,0.0418937,356.946,60131.3777951,-10.41%,-6.28%,18.46%
Californium,CF,0.0250143,13.8909,60017.9981693,-1.20%,8.64%,-9.07%
CompuCoin,CPN,0.00299946,278.182,58834.4658166,3.67%,-0.25%,-3.11%
SoonCoin,SOON,0.00471698,40.7206,58785.9292876,-1.20%,8.94%,34.47%
GlobalToken,GLT,0.00225921,129.64,58020.127536,1.91%,-12.65%,51.26%
Spots,SPT,0.00258714,27.0164,57967.5137922,-1.18%,11.11%,-7.60%
MustangCoin,MST,0.090381,107.955,56971.0527061,-1.25%,3.93%,7.76%
Virtacoinplus,XVP,0.00609615,210.854,55686.8088207,0.56%,37.04%,-15.04%
Kittehcoin,MEOW,2.32563e-06,45.9182,55595.7432652,-2.29%,-11.49%,-10.36%
Allion,ALL,0.00862531,4.42195,53471.3961072,-1.93%,24.86%,4.77%
Metal Music Coin,MTLMC3,0.000643224,103.827,51277.2644054,-1.20%,17.80%,38.52%
SecretCoin,SCRT,0.0118898,0.0,50278.0617221,,8.53%,
TajCoin,TAJ,0.00644194,277.127,50105.1912523,-1.26%,1.37%,-18.55%
BillaryCoin,BLRY,0.00553328,0.0,49753.1818764,,5.43%,-6.18%
PonziCoin,PONZI,0.0574836,0.0,49499.0705799,,4.45%,-3.24%
Jin Coin,JIN,0.00485992,29.4359,47862.8513732,-1.25%,,92.56%
HealthyWormCoin,WORM,0.000428816,2.46834,47593.0251654,-1.25%,8.94%,-13.85%
DIBCOIN,DIBC,0.00950543,291.231,47527.15,-7.41%,10.56%,-9.34%
Bitz,BITZ,0.0237993,32.9094,47381.8076831,-1.25%,11.97%,-50.75%
RonPaulCoin,RPC,0.0532128,38.4247,47271.0545854,-1.20%,7.35%,9.66%
CryptoWorldX ...,CWXT,0.000787667,158.063,46968.7407434,8.02%,8.75%,9.39%
Rimbit,RBT,0.000405581,91.0724,46844.452767,-0.40%,2.27%,-9.96%
Gold Pressed ...,GPL,0.18582,34.0426,46823.7001953,-1.25%,-2.15%,1.67%
BeaverCoin,BVC,0.0149478,210.812,46566.2535324,-1.23%,11.40%,-28.36%
Cashcoin,CASH,0.00100057,275.729,45762.0489733,12.58%,20.34%,-3.46%
BRAT,BRAT,0.000284803,497.914,45568.48,-1.19%,22.71%,9.24%
MTMGaming,MTM,0.0151249,14.0964,45374.2008783,-0.63%,28.69%,-45.60%
PopularCoin,POP,1.33376e-05,48.5255,44986.0608607,-1.73%,3.89%,28.41%
Jewels,JWL,0.00221555,49.582,44713.4233454,-1.25%,,-17.23%
SOILcoin,SOIL,0.00770859,163.794,43954.7501923,10.47%,52.20%,29.23%
Hexx,HXX,0.0297465,11.2391,43816.2402489,-0.30%,-21.96%,17.31%
Bitcoin 21,XBTC21,0.053602,57.9288,42512.1482727,-1.20%,8.51%,-4.13%
Debitcoin,DBTC,0.00235849,16.8265,42451.8537786,-1.25%,42.96%,38.73%
Blackstar,BSTAR,6.61041e-05,0.0,41698.1999484,,0.94%,
MACRON,MCRN,0.000103659,135.867,41610.9409736,-1.20%,-40.36%,-52.67%
CryptoEscudo,CESC,0.000285877,193.122,41196.3336727,-1.20%,8.95%,-3.87%
Litecred,LTCR,0.00135792,70.0274,41046.8663148,-1.25%,92.07%,64.14%
Coimatic 2.0,CTIC2,0.00362216,300.509,40886.94208,-1.67%,18.78%,-39.05%
GuccioneCoin,GCC,0.00200114,15.4044,40594.1995122,-1.25%,5.19%,-4.87%
JIO Token,JIO,0.0212155,None,40481.8834867,,,
Money,$$$,0.000874544,310.215,40130.3907779,-13.52%,-20.06%,-42.90%
BipCoin,BIP,0.0245747,131.69,39989.4555036,-1.25%,3.87%,1.33%
Braincoin,BRAIN,0.00393082,49.1471,39672.9845887,-1.25%,9.42%,-40.75%
CoExistCoin,COXST,0.00146165,4.04922e-07,39610.715,-0.64%,-1.63%,-47.30%
Zayedcoin,ZYD,0.0062893,40.584,39269.3829155,25.94%,27.83%,-7.15%
Neuro,NRO,0.00114351,123.734,38733.4858831,-1.25%,-2.43%,-20.48%
Photon,PHO,1.88039e-06,12.4972,37974.7299355,-0.67%,0.94%,0.86%
BenjiRolls,BENJI,0.00185711,250.655,37601.7340367,-1.20%,32.83%,15.34%
ARbit,ARB,0.00486139,0.0,37357.4000689,,0.14%,-26.54%
Uro,URO,0.0308033,16.1127,37189.1444443,-1.15%,9.45%,
DAS,DAS,0.014008,157.233,36741.385098,-1.20%,98.73%,-38.42%
SecureCoin,SRC,0.00450257,23.0679,36712.8569278,-1.20%,-17.31%,-51.51%
BitCoal,COAL,0.00807604,136.541,36342.18,-1.32%,0.92%,5.60%
WARP,WARP,0.0330747,0.0,36224.2052328,,6.16%,
PlayerCoin,PLACO,0.00100057,478.878,35140.0184045,6.41%,-1.95%,-27.62%
MindCoin,MND,0.00278731,14.479,34971.3333287,-10.39%,8.94%,-17.44%
CrevaCoin,CREVA,0.000864616,66.3806,31464.024702,-1.15%,17.33%,-16.96%
Orlycoin,ORLY,0.000857632,15.403,31429.4503051,-1.25%,18.63%,22.93%
Cthulhu Offer...,OFF,0.0116495,11.5309,30548.1722642,-1.25%,12.46%,38.49%
FlavorCoin,FLVR,0.00145375,0.0,30380.6218432,,0.73%,-6.90%
BowsCoin,BSC,0.00543167,8.8354,30146.3247924,-1.25%,15.00%,1.46%
Slevin,SLEVIN,0.000428816,174.647,30017.1200105,4.55%,27.97%,4.46%
Useless Ether...,UET,0.00756745,253.838,30010.3582855,53.66%,4.44%,-18.19%
Vault Coin,VLTC,0.000981738,177.406,29712.0651155,-14.06%,-2.11%,-22.08%
Comet,CMT,0.0339274,63.7736,29612.852542,-2.12%,-10.13%,-12.88%
SongCoin,SONG,0.000907201,26.3301,29543.2727253,-1.19%,45.12%,15.09%
Pulse,PULSE,0.00192967,1.92967,27592.296373,-1.20%,33.70%,-33.52%
AnarchistsPrime,ACP,0.00620706,188.478,27279.2453754,-1.25%,25.87%,0.23%
Pesobit,PSB,0.000811083,None,27222.6943108,,,-0.83%
CRTCoin,CRT,0.343053,271.346,27193.9153312,-1.20%,8.94%,-3.87%
FuzzBalls,FUZZ,0.00555306,138.535,26820.9743817,-1.25%,39.28%,36.60%
G3N,G3N,0.003502,37.2509,26481.742282,-1.25%,6.77%,-21.94%
Cabbage,CAB,0.00250143,1.00057,26265.0047692,-1.25%,8.95%,-15.89%
Steps,STEPS,0.00138428,0.0,25782.2385435,,0.48%,-17.22%
GBCGoldCoin,GBC,0.00225,3.15631,25564.0875993,0.00%,-9.13%,-33.20%
BBQCoin,BQC,0.000500286,46.9952,25397.4458141,-1.20%,46.59%,34.58%
Iconic,ICON,0.0427387,251.398,25339.4987106,-1.25%,4.36%,9.13%
DT Token,DRACO,0.000283149,None,25168.7997483,,,
PLNcoin,PLNC,0.00142939,13.7225,24427.703344,-1.25%,-9.21%,
Printerium,PRX,0.00200782,112.958,23735.9016776,3.85%,-15.50%,-18.09%
ImpulseCoin,IMPS,0.00114351,236.11,23150.9431705,-1.25%,,-19.06%
GameBet Coin,GBT,0.00107204,23.0728,22794.5509226,-1.25%,8.94%,-7.07%
TAGRcoin,TAGR,0.000579297,0.0,22401.2028499,,10.38%,-22.03%
MiloCoin,MILO,0.00207261,4.14522,22363.3659673,-1.25%,-6.55%,-10.16%
iBank,IBANK,0.00493139,147.805,22321.0689104,-1.25%,67.05%,-8.58%
Ride My Car,RIDE,0.000214408,39.4968,21714.5937957,-1.20%,8.94%,
Zonecoin,ZNE,0.00836192,21.3617,21590.2297905,-1.25%,48.21%,-4.86%
DAPPSTER,DLISK,0.000214408,1.84284,21440.8,-1.25%,,-16.55%
Kronecoin,KRONE,0.00647599,160.25,20652.7590113,-0.95%,4.02%,-10.04%
BiosCrypto,BIOS,0.000963989,0.0,20071.898452,,,
Luna Coin,LUNA,0.0119841,21.3524,19185.4441027,-1.30%,8.36%,-0.89%
Wild Beast Block,WBB,0.118088,82.408,19078.9279909,-1.90%,14.39%,-39.63%
NeuroDAO,NDAO,0.107204,335.796,18603.324528,-1.14%,-26.20%,-19.04%
LetItRide,LIR,0.00050363,0.0,18251.6790743,,9.67%,-15.33%
PosEx,PEX,0.00714694,9.61492,17533.1600768,-1.25%,5.78%,-15.84%
KingN Coin,KNC,8.69517,0.0,17455.9413212,,6.03%,-26.79%
BlazeCoin,BLZ,2.85926e-05,31.8835,17400.2381294,-0.43%,-28.28%,-23.95%
DPAY,DPAY,0.000214408,2.62457,17054.2269299,-1.20%,8.92%,-3.56%
SocialCoin,SOCC,0.0121498,20.061,16825.9984363,-1.25%,21.05%,12.82%
Dollar Online,DOLLAR,0.0222984,18.2178,16807.9997944,-1.25%,12.93%,-1.19%
CHNCoin,CNC,0.000357347,28.5877,16529.1880007,-1.20%,-9.21%,14.55%
EGO,EGO,0.00026673,0.0,16003.8001498,,,-28.25%
Impact,IMX,0.000142939,326.627,15653.109521,-1.25%,0.01%,-51.91%
Revenu,REV,0.0127215,17.3285,15208.8711941,-1.25%,37.53%,52.74%
Destiny,DES,0.00921955,3.84198,14751.2802277,-1.25%,9.04%,
BnrtxCoin,BNX,0.000571605,178.629,14729.97562,-1.25%,8.91%,-13.18%
AgrolifeCoin,AGLC,0.0018582,207.183,13235.6431911,-1.25%,-60.66%,-72.10%
High Voltage,HVCO,0.00865292,0.0,12928.9397101,,9.15%,-22.82%
BioBar,BIOB,0.0142939,59.2795,12660.9116049,-1.20%,,-7.58%
OsmiumCoin,OS76,0.014008,219.626,12523.516208,-1.25%,-35.68%,-22.81%
Speedcash,SCS,0.045589,0.0,11936.5989149,,5.61%,-13.23%
VIP Tokens,VIP,0.000142939,360.491,11928.3171016,-1.25%,-45.53%,-34.73%
Wexcoin,WEX,0.0421026,None,11349.6293101,,,-0.83%
Antilitecoin,ALTC,0.000357347,40.6837,11260.9378098,-1.25%,36.18%,-26.12%
VapersCoin,VPRC,1.3464e-05,5.22763,10503.6025153,-2.06%,-14.34%,-72.56%
SydPak,SDP,0.0641071,0.0,10234.2698528,,8.58%,7.22%
Qibuck Asset,QBK,0.00604997,0.846996,10111.7928086,-0.63%,2.96%,20.97%
RSGPcoin,RSGP,5.71762,242.183,9873.05810295,-1.25%,-30.28%,-22.25%
Veros,VRS,1.84763e-05,476.673,8990.73460575,0.67%,20.72%,-43.97%
JavaScript Token,JS,0.000995614,371.134,7956.94310554,51.72%,-30.23%,-17.28%
Tradecoin,TRADE,0.00107204,107.204,7807.908529,-1.25%,22.30%,-31.13%
Bitvolt,VOLT,0.000500286,109.631,7560.59920735,-1.25%,27.11%,12.14%
Concoin,CONX,0.0095769,21.835,7127.75829109,-1.25%,8.95%,20.58%
PX,PX,7.14694e-05,4.12202,6768.41090795,,8.94%,-92.81%
P7Coin,P7C,0.000186175,0.0,6557.12780965,,,-37.40%
Argus,ARGUS,0.00567939,44.0245,6521.78011497,-1.24%,1.57%,-34.00%
Dix Asset,DIX,6.50294e-08,59.0316,6502.94,-1.66%,-18.59%,8.11%
Save and Gain,SANDG,0.00200095,0.0,6132.51163804,,,-16.54%
Xonecoin,XOC,0.0145596,0.0,6115.032,,,
NodeCoin,NODC,0.00330778,0.0,5551.9070782,,,
Rawcoin,XRC,0.007802,59.2558,5499.489364,-1.15%,6.20%,-11.44%
Elysium,ELS,0.00135792,317.536,5438.48600009,-1.20%,-2.44%,-33.29%
CCMiner,CCM100,0.00145199,3.50947,4879.29187983,-0.54%,23.55%,10.97%
WalletBuilder...,WBC,0.238672,0.0,4477.98069044,,0.76%,
Frazcoin,FRAZ,0.000499542,30.9227,4428.85067404,-2.14%,6.96%,13.13%
SwapToken,TOKEN,2.8186e-07,74.4962,4318.26019098,-0.85%,53.41%,192.66%
Virtacoin,VTA,7.83495e-07,0.195794,4075.20046715,-2.71%,-96.28%,-12.29%
Powercoin,PWR,7.14846e-05,0.0,3573.0769534,,,
